objectId,geoPosition_____type,geoPosition__latitude,geoPosition__longitude,countryCode,postalCode,placeName,adminName1,adminName2,adminName3
ZhJj29mKIr,GeoPoint,19.7623,73.5785,IN,401605,Dadade,Maharashtra,Thane,Palghar
y1L2CcqvAd,GeoPoint,19.5949,73.3603,IN,401606,Zari,Maharashtra,Thane,Talasari
pB0QSQ3w53,GeoPoint,19.5949,73.3603,IN,401606,Vevji,Maharashtra,Thane,Talasari
vNAvMCkJCO,GeoPoint,19.5949,73.3603,IN,401606,Uplat,Maharashtra,Thane,Talasari
cPhiuP4R7X,GeoPoint,19.5949,73.3603,IN,401606,Udhave,Maharashtra,Thane,Talasari
QSMyNway6G,GeoPoint,19.5949,73.3603,IN,401606,Talasari,Maharashtra,Thane,Talasari
NJO88oEVoD,GeoPoint,19.5949,73.3603,IN,401606,Modgaon,Maharashtra,Thane,Dahanu
zp5J22CiOp,GeoPoint,19.5949,73.3603,IN,401606,Kurze,Maharashtra,Thane,Vikramgad
nsY8Q7DRch,GeoPoint,19.5949,73.3603,IN,401606,Kochai,Maharashtra,Thane,Talasari
m3D3b3uUiw,GeoPoint,19.5992,73.1509,IN,401606,Girgaon,Maharashtra,Thane,Talasari
JK11HJU63p,GeoPoint,19.285,72.8086,IN,401606,Dongri,Maharashtra,Thane,Talasari
yc9IyO2HNO,GeoPoint,19.5949,73.3603,IN,401606,Dhundalwadi,Maharashtra,Thane,Dahanu
ofbSHW7wxI,GeoPoint,19.5949,73.3603,IN,401606,Dhaniwari,Maharashtra,Thane,Dahanu
zLfOw9GSC0,GeoPoint,19.5992,73.1509,IN,401606,Dabhadi,Maharashtra,Thane,Dahanu
mFJODSA0Hu,GeoPoint,19.5949,73.3603,IN,401606,Acchad,Maharashtra,Thane,Talasari
UKHHgz9OSv,GeoPoint,19.909,72.9531,IN,401607,Veti,Maharashtra,Thane,Vikramgad
HiAiDoLkVt,GeoPoint,19.909,72.9531,IN,401607,Tawa,Maharashtra,Thane,Dahanu
XVt1CyI2XA,GeoPoint,19.909,72.9531,IN,401607,Talawada,Maharashtra,Thane,Vikramgad
s9wZxrp5Ze,GeoPoint,19.909,72.9531,IN,401607,Rankol,Maharashtra,Thane,Dahanu
BnGabTjmtY,GeoPoint,19.909,72.9531,IN,401607,Kasa Budruk,Maharashtra,Thane,Dahanu
CBawkJ8I1o,GeoPoint,19.909,72.9531,IN,401607,Kasa,Maharashtra,Thane,Dahanu
F8RWKmaNxS,GeoPoint,19.7623,73.5785,IN,401608,Dahanu TPS,Maharashtra,Thane,Dahanu
XeTkrdi3qw,GeoPoint,19.7623,73.5785,IN,401609,Suryanagar (Thane),Maharashtra,Thane,Dahanu
qPNeQMBcd1,GeoPoint,19.7623,73.5785,IN,401610,Dapchari,Maharashtra,Thane,Dahanu
wvoF36ii07,GeoPoint,20.1157,72.7388,IN,401701,Borigaon,Maharashtra,Thane,Talasari
JEiWJQDHpl,GeoPoint,20.1157,72.7388,IN,401701,Bordi,Maharashtra,Thane,Dahanu
mGzZNteE5o,GeoPoint,20.0847,72.7289,IN,401702,Gholvad,Maharashtra,Thane,Dahanu
KBzU53G6BR,GeoPoint,20.1002,72.7339,IN,401703,Kosbad-hill,Maharashtra,Thane,Dahanu
